,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,striped,material,cashmere
b'874',b'462794072',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/b5/a0/b5a0f0e75dbf3e68843e924bb2ad269c_best.jpg',"b""Men's mustard Herm\xc3\xa8s silk printed necktie.""",b'TheRealReal',b'_print',b'_silk'
b'875',b'462794195',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/d8/0a/d80aac034caf37da7082b2a01ac752e8_best.jpg',"b""Men's green, yellow and multicolor Herm\xc3\xa8s silk necktie with rope motif.""",b'TheRealReal',b'unknown',b'_silk'
b'876',b'462908162',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/81/0c/810c38d7d2f1e05a4d1afda876c771dc_best.jpg',"b""Men's yellow and taupe Herm\xc3\xa8s silk printed necktie.""",b'TheRealReal',b'_print',b'_silk'
b'880',b'461789304',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/29/a8/29a8675dc57c3a24f8cb7bbc9f555353_best.jpg',"b""Men's Herm\xc3\xa8s gold, brown and multicolor circular print silk tie.""",b'TheRealReal',b'_print',b'_silk'
b'883',b'461789455',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/46/93/469349dd2f07fd5fcd0bd0807260a73a_best.jpg',"b""Men's burgundy Herm\xc3\xa8s tie with golf course motif.""",b'TheRealReal',b'unknown',b'unknown'
b'884',b'461789519',b'95.0',b'Herm\xc3\xa8s Necktie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/76/f7/76f7ee5a66eea392a2144febe0272fe8_best.jpg',"b""Men's blue and multicolor Herm\xc3\xa8s woven printed silk necktie with leaf design throughout.""",b'TheRealReal',b'_print',b'_silk'
b'885',b'461789526',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/99/33/9933641c632d85e18ccb9da9d8fdeffb_best.jpg',"b""Men's blue and green Herm\xc3\xa8s silk tie.""",b'TheRealReal',b'unknown',b'_silk'
b'888',b'461789815',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/e1/01/e1019c8d1c4c173958de7e2c7d606143_best.jpg',"b""Men's grass Herm\xc3\xa8s silk dot print necktie.""",b'TheRealReal',b'_print',b'_silk'
b'890',b'461789828',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/51/26/51263cb50970c89d809a6c80427cb839_best.jpg',"b""Men's yellow and multicolor Herm\xc3\xa8s printed silk tie with logo at end.""",b'TheRealReal',b'_print',b'_silk'
b'891',b'461789830',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/d4/89/d4893dd6dc977d6701f5473e5cd52e95_best.jpg',"b""Men's yellow and multicolor Herm\xc3\xa8s silk tie with wreath motif and logo at end.""",b'TheRealReal',b'unknown',b'_silk'
