,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
b'1844',b'355492179',b'200.0',b'Gg Pattern Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/30/01/30018d9d4c8489c74e09a58a0eb6c1d3_best.jpg',"b'<ul> <li>grey GG</li> <li>Made in Italy</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1845',b'429773033',b'165.0',b'Dot Patterned Silk Bow Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/71/3b/713bb8e17e688451eb3871a28ee3fcff_best.jpg',b'<ul> <li>black and white</li> <li>Made in Italy</li> <li>woven</li> <li>100% silk</li> </ul>',b'Gucci',b'unknown',b'_silk',b'False'
b'1846',b'429773044',b'165.0',b'Dot Patterned Silk Bow Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/43/d3/43d3857b9e0f96c9a98bb53eec013648_best.jpg',b'<ul> <li>lilac and blue</li> <li>Made in Italy</li> <li>woven</li> <li>100% silk</li> </ul>',b'Gucci',b'unknown',b'_silk',b'False'
b'1847',b'450710651',b'200.0',b'Dotted Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/ec/82/ec82af50f2aa4bdf3d6704d2171713d6_best.jpg',"b'<ul> <li>sapphire blue and dark grey</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1848',b'450711035',b'200.0',b'Dotted Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/46/df/46dfe5b5fba52748e7188a4cc801cf69_best.jpg',"b'<ul> <li>black and grey</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1849',b'450711540',b'200.0',b'Dotted Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/01/80/018000bf9aac0bef724205aa185708ae_best.jpg',"b'<ul> <li>brown and light brown</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1850',b'450710782',b'200.0',b'Interlocking G Striped Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/39/d7/39d7e49d1d885acd4b21e0fbee0cb4e9_best.jpg',"b'<ul> <li>orange and light brown</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1851',b'450711075',b'200.0',b'Striped Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/05/d1/05d1c4b4cecac8b332cc3243119220eb_best.jpg',"b'<ul> <li>periwinkle and red</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1852',b'355490099',b'190.0',b'GG pattern tie.',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a2/a1/a2a184309113fd83a7fd651e7d9bfefe_best.jpg',"b'<ul> <li>black with beige GG</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1853',b'355489027',b'200.0',b'GG pattern tie.',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/0b/79/0b799b07cfc647d490b745d60af4e2e8_best.jpg',"b'<ul> <li>light grey with grey GG</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1854',b'450710620',b'200.0',b'interlocking G pattern silk wool tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/99/bb/99bb8ce0777e4b5a67bf0d4e6cbc2b46_best.jpg',"b'<ul> <li>dark grey with light grey</li> <li>87% silk and 13% wool</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_wool',b'False'
b'1855',b'450711049',b'200.0',b'Interlocking G Striped Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/93/93/939364fdf83236888d43fbefd2b3ed4e_best.jpg',"b'<ul> <li>light blue and blue</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1856',b'450711051',b'200.0',b'Interlocking G Striped Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/ed/33/ed3310382f49a08e29827c4b65ad8139_best.jpg',"b'<ul> <li>black and grey</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1857',b'450711107',b'200.0',b'Striped Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/09/74/09746c565c775a3687d77df5de913917_best.jpg',"b'<ul> <li>dark blue and light blue</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1870',b'450711203',b'200.0',b'Solid Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/ba/f5/baf5f9e1266697d6928a791bda6d0ff5_best.jpg',"b'<ul> <li>yellow</li> <li>100% silk</li> <li>3.1""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1871',b'450711476',b'200.0',b'Solid Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/fb/b1/fbb1a368d81cc8670a494a7fea029004_best.jpg',"b'<ul> <li>black</li> <li>100% silk</li> <li>3.1""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1872',b'455446039',b'200.0',b'Solid Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/2b/3e/2b3e1126c71c6effa35428f99fc3942c_best.jpg',"b'<ul> <li>royal blue</li> <li>100% silk</li> <li>3.1""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1873',b'355490051',b'200.0',b'GG pattern tie with web detail.',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/c0/6d/c06d3d7acccc9b44bf112e91046d832c_best.jpg',"b'<ul> <li>grey</li> <li>Made in Italy</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1874',b'429773035',b'200.0',b'GG patterned silk twill tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/36/8a/368a793e62567b6e64898209461c1877_best.jpg',"b'<ul> <li>light blue and light brown</li> <li>Made in Italy</li> <li>100% silk twill</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1898',b'355490847',b'545.0',b'Black Silk Cummerbund',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/60/dc/60dcc1592c8a97771b10b0c157438fbb_best.jpg',b'<ul> <li>website exclusive</li> <li>black</li> <li>Made in Italy</li> <li>handmade</li> <li>100% silk</li> </ul>',b'Gucci',b'unknown',b'_silk',b'False'
b'1899',b'355489965',b'170.0',b'Bow Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/c1/c6/c1c63c5ccffc28ce9eeaed813bfd5bf8_best.jpg',b'<ul> <li>black</li> <li>handmade</li> <li>100% silk twill</li> </ul>',b'Gucci',b'unknown',b'_silk',b'False'
b'1900',b'462581410',b'170.0',b'Woven Linen Silk Bow Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a2/bd/a2bdea5de3592d0035e605114709a836_best.jpg',b'<ul> <li>midnight blue</li> <li>55% linen and 45% silk</li> <li>Made in Italy</li> </ul>',b'Gucci',b'unknown',b'_silk',b'False'
b'1980',b'355489732',b'545.0',b'Cummerbund.',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/26/d3/26d31d5cfb28085a280cbd4d37ef7886_best.jpg',"b'<ul> <li>black</li> <li>handmade</li> <li>100% silk twill</li> <li>38""""L x 5""""H</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1981',b'355489997',b'545.0',b'Cummerbund.',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/21/0f/210feda04880b33baad31fc322cdbb69_best.jpg',"b'<ul> <li>white</li> <li>handmade</li> <li>100% silk twill</li> <li>38""""L x 5""""H</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1982',b'355488365',b'170.0',b'Bow Tie.',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/80/a7/80a79e8a6a3dc0f909d400c8e1cd1bcf_best.jpg',b'<ul> <li>website exclusive</li> <li>black</li> <li>handmade</li> <li>100% silk jacquard</li> </ul>',b'Gucci',b'unknown',b'_silk',b'False'
b'1983',b'450711342',b'200.0',b'Patterned Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/e1/62/e16210b1e3b352d1bbceccd1e09730ea_best.jpg',"b'<ul> <li>brown and grey</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'1984',b'450711455',b'200.0',b'Mini-Stripe Woven Silk Wool Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/82/01/820132e20c1c089e9e68e6a870af3f18_best.jpg',"b'<ul> <li>black and grey</li> <li>66% silk and 34% wool</li> <li>2.8""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_wool',b'False'
b'2042',b'450710682',b'200.0',b'Patterned Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a3/64/a364a61c99213f86807c949ec2c21bb2_best.jpg',"b'<ul> <li>dark blue and grey</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2062',b'438325201',b'200.0',b'interlocking G woven silk tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/23/fb/23fbdddc8ef23f72d69cec57afe5a5f9_best.jpg',"b'<ul> <li>navy and blue</li> <li>3.2""""W x 54.6""""L</li> <li>Made in Italy</li> <li>100% silk</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2079',b'463972220',b'200.0',b'Patterned Cotton Knit Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/75/ba/75ba9f465c4d372c4293dcb2e2628683_best.jpg',b'<ul> <li>black and grey</li> <li>100% cotton</li> <li>Made in Italy</li> </ul>',b'Gucci',b'unknown',b'_cotton',b'False'
b'2087',b'462250708',b'200.0',b'Patterned Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/4b/97/4b9748cecc8f3c0ad773e9f0c30c8848_best.jpg',"b'<ul> <li>brown and pink</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2088',b'462250723',b'200.0',b'Original Print Habutai Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/9b/9a/9b9a7267fcc151048afef1892f789c3e_best.jpg',"b'<ul> <li>off-white and grey</li> <li>100% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2089',b'462580370',b'200.0',b'Patterned Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/23/b1/23b195aed212823857a680407a7569cc_best.jpg',"b'<ul> <li>light brown and beige</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2090',b'462580390',b'200.0',b'Patterned Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/56/35/5635455b197060db7ee4b79139f1cf3e_best.jpg',"b'<ul> <li>navy blue and red</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2091',b'462580393',b'200.0',b'Original Print Habutai Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/01/52/0152997edb0f92fe0dfb15b58a4fb845_best.jpg',"b'<ul> <li>sapphire blue and light brown</li> <li>100% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2092',b'462580395',b'170.0',b'Patterned Habutai Silk Bow Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/f6/b0/f6b0e226aa035f6f69851fd03b5cf1c7_best.jpg',b'<ul> <li>ivory and peach</li> <li>100% silk</li> <li>Made in Italy</li> </ul>',b'Gucci',b'unknown',b'_silk',b'False'
b'2093',b'462580418',b'200.0',b'Printed Habutai Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/71/80/71804f9f914291965fd4a70f20324891_best.jpg',"b'<ul> <li>off-white and yellow</li> <li>100% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2094',b'462580465',b'200.0',b'Printed Habutai Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/9c/a8/9ca879fbdd7063a6a59b79e8cec5f4ce_best.jpg',"b'<ul> <li>royal blue and grey</li> <li>100% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2095',b'462580485',b'200.0',b'Patterned Cotton Knit Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a1/80/a1802f636dcc2aaa3e3ceb9c9651e6cf_best.jpg',b'<ul> <li>mahogany and beige</li> <li>100% cotton</li> <li>Made in Italy</li> </ul>',b'Gucci',b'unknown',b'_cotton',b'False'
b'2096',b'462580528',b'200.0',b'Striped Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/29/b0/29b07a682e416397d41fed1e51dab994_best.jpg',"b'<ul> <li>light blue and dark grey</li> <li>100% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2097',b'462580682',b'200.0',b'Patterned Cotton Knit Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a3/2c/a32cdf793ae743ff96e93a0a9f9b6687_best.jpg',b'<ul> <li>black and bordeaux</li> <li>100% cotton</li> <li>Made in Italy</li> </ul>',b'Gucci',b'unknown',b'_cotton',b'False'
b'2098',b'462580690',b'200.0',b'Patterned Cotton Knit Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/88/fc/88fcbaa3361cfa01142a5f2e95b5f078_best.jpg',b'<ul> <li>midnight blue and white</li> <li>100% cotton</li> <li>Made in Italy</li> </ul>',b'Gucci',b'unknown',b'_cotton',b'False'
b'2099',b'462580768',b'200.0',b'Patterned Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/bb/f1/bbf14eb21bca519d12706d2a3225cf03_best.jpg',"b'<ul> <li>light blue and blue</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2100',b'462580788',b'200.0',b'Patterned Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/02/20/022017f00044597814b8cd65da8de42d_best.jpg',"b'<ul> <li>dark grey and ivory</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2101',b'462580826',b'200.0',b'Woven Linen Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/9d/05/9d056bbb0a1141178c44c77ae8063ecf_best.jpg',"b'<ul> <li>light yellow</li> <li>55% linen and 45% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2102',b'462580851',b'200.0',b'Woven Linen Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/06/5d/065d79374d5c3203cffa725b6e2522ca_best.jpg',"b'<ul> <li>ivory</li> <li>55% linen and 45% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2103',b'462580876',b'200.0',b'Woven Linen Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/53/6f/536fdb37d48fde42ad5aea7d9dcc0116_best.jpg',"b'<ul> <li>brown</li> <li>55% linen and 45% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2104',b'462580919',b'200.0',b'Dressage Print Habutai Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/c2/89/c2891d0705d02d337ec4b5e659a4f642_best.jpg',"b'<ul> <li>beige and white</li> <li>100% silk</li> <li>2.8""""W x 57.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2105',b'462581010',b'200.0',b'Knot Patterned Silk Twill Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/db/54/db544ed3d178aecac7735962ebaa0ef3_best.jpg',"b'<ul> <li>midnight blue and red</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2106',b'462581019',b'200.0',b'Knot Patterned Silk Twill Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/0b/ae/0bae03daf1e8b1b7aa813ca9ad4b56e5_best.jpg',"b'<ul> <li>petrol blue and light green</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2107',b'462581415',b'200.0',b'Patterned Silk Twill Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/3f/13/3f13bac61e7e7ab235ce72dd09618d46_best.jpg',"b'<ul> <li>orange and dark orange</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2108',b'462581416',b'200.0',b'Patterned Silk Twill Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/bf/39/bf395bdbe7637f9ddb6fc43c057450f1_best.jpg',"b'<ul> <li>turquoise blue and sky blue</li> <li>100% silk</li> <li>3.1""""W x 54.5""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2137',b'450711121',b'200.0',b'interlocking G pattern silk wool tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/44/a9/44a9a92a3e0e8671161f668653e8a7d4_best.jpg',"b'<ul> <li>light blue</li> <li>87% silk and 13% wool</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>'",b'Gucci',b'unknown',b'_wool',b'False'
b'2140',b'355491161',b'200.0',b'GG pattern silk jacquard tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/c9/18/c9180dee79582cfb07c1d7d3a1aaa95b_best.jpg',"b'<ul> <li>pearl and grey</li> <li>Made in Italy</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2141',b'355489807',b'200.0',b'GG pattern silk jacquard tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/6e/9f/6e9fefe42beef056091b7efd747dd7bc_best.jpg',"b'<ul> <li>blue and white</li> <li>Made in Italy</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2142',b'429772254',b'200.0',b'GG pattern woven silk tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a4/c0/a4c00d58165f8f0eeb2e660a59fcf940_best.jpg',"b'<ul> <li>grey and beige</li> <li>Made in Italy</li> <li>woven</li> <li>100% silk</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2169',b'429772170',b'190.0',b'Tone-On-Tone Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/56/0d/560d9b2d835d7a82257404650eaef558_best.jpg',"b'<ul> <li>navy and light blue</li> <li>Made in Italy</li> <li>woven</li> <li>100% silk</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2170',b'429772246',b'200.0',b'GG pattern woven silk tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/b8/c4/b8c40acbde26210046f923c16ef4a08a_best.jpg',"b'<ul> <li>navy and light blue</li> <li>Made in Italy</li> <li>woven</li> <li>100% silk</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2171',b'429773198',b'190.0',b'Tone-On-Tone Woven Silk Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/06/63/06635383840b58d70bf3a0faea101c8e_best.jpg',"b'<ul> <li>bordeaux and red</li> <li>Made in Italy</li> <li>woven</li> <li>100% silk</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'2724',b'461955463',b'75.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/53/08/53083e5f0f460726bc32aedd0217c98e_best.jpg',"b""Men's grey Gucci silk polka dot embroidered skinny necktie.""",b'TheRealReal',b'_polkadot',b'_silk',b'False'
b'2728',b'462189097',b'75.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a7/3d/a73d829fc6d3102fded35b4d51e962a0_best.jpg',"b""Men's silver-tone and periwinkle Gucci silk necktie with stripes throughout.""",b'TheRealReal',b'_striped',b'_silk',b'False'
b'2729',b'462189417',b'75.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/91/10/9110a88a8055d07b00d0d8391f79fbeb_best.jpg',"b""Men's steel blue and navy Gucci silk necktie with stripes throughout.""",b'TheRealReal',b'_striped',b'_silk',b'False'
b'2754',b'461789658',b'50.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/bd/eb/bdeb00f97c4d8bdc1aed0bea55e751fa_best.jpg',"b""Men's navy blue and yellow Gucci silk fan print necktie.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2774',b'461790470',b'60.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/98/32/9832b18c0249bb3df7f487732dec191e_best.jpg',"b""Men's navy, mustard and burgundy Gucci silk necktie with geometric print throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2780',b'461790907',b'60.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/d0/72/d07208fdab74fa59a809e9df0243cb93_best.jpg',"b""Men's charcoal and slate Gucci silk necktie with stripes and micro polka dots throughout.""",b'TheRealReal',b'_striped',b'_silk',b'False'
b'2781',b'461790908',b'60.0',b'Gucci Floral Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a2/85/a285bacf97525ade09f299897aca3bae_best.jpg',"b""Men's red Gucci silk necktie with jacquard floral print throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2789',b'461791931',b'100.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/92/d8/92d8ca1586ebd1c8c0ba97b082755443_best.jpg',"b""Men's blue and red Gucci neck tie with 'G' monogram throughout.""",b'TheRealReal',b'unknown',b'unknown',b'False'
b'2809',b'461792574',b'75.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/5b/c9/5bc93fb59a4acbce0dac31f4ec8c6d83_best.jpg',"b""Men's navy blue, yellow, royal blue, and white Gucci silk necktie with geometric print throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2812',b'461792796',b'125.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/06/11/061139c21f4ab781e9ff944dbd8e4e8e_best.jpg',"b""Men's navy and silver-tone Gucci silk necktie with G print throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2822',b'461792979',b'95.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/db/65/db65bbcc316bc3ab83e64c8fc98db9eb_best.jpg',"b""Men's mauve and black Gucci silk necktie with geometric print throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2828',b'462482266',b'75.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/8f/24/8f249e3fd877a953c94f1a6d70da44dd_best.jpg',"b""Men's brown, saffron and multicolor Gucci silk necktie with geometric horsebit print throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2892',b'463778496',b'75.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/ee/43/ee4370e3980c6157cdbb6899c34fbf75_best.jpg',"b""Men's tan, saffron and grey Gucci silk necktie with oval print throughout and sparse subtle jacquard Gs throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2979',b'466051096',b'75.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/bc/71/bc717661797d20db071ff05f403c87aa_best.jpg',"b""Men's black and grey Gucci silk graphic print tie.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2985',b'466136777',b'50.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/a0/3e/a03e0ec996793024286cada82dec221d_best.jpg',"b""Men's dark grey Gucci silk embroidered tie.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'2987',b'466137466',b'45.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/ed/d8/edd8c7fa99878d9b5b9da99a20613e21_best.jpg',"b""Men's yellow, blue and cream Gucci silk stripe print tie.""",b'TheRealReal',b'_striped',b'_silk',b'False'
b'2988',b'466137470',b'45.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/00/2c/002c39961068fad5d1283a3657d46fb8_best.jpg',"b""Men's blue and cream Gucci silk logo embroidered tie.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'2989',b'466137474',b'45.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/c2/3f/c23f1187583883ca937def5d7cbab290_best.jpg',"b""Men's silver, blue and charcoal Gucci silk strip print tie.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'2990',b'466137475',b'45.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/33/eb/33eb9c4a2f4300b1d570fcf6287096e1_best.jpg',"b""Men's lapis, blue and lavender Gucci silk striped tie.""",b'TheRealReal',b'_striped',b'_silk',b'False'
b'2991',b'466137476',b'45.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/6e/1a/6e1a9ec4892e6e0f72109f1957333be9_best.jpg',"b""Men's purple and black Gucci silk pin dot tie.""",b'TheRealReal',b'unknown',b'_silk',b'False'
